"","bin_start_incl","bin_end_notincl","value","target","type","forecast_week"
"805","2020-EW06","2020-EW07",0.884,"Peak Week","Bin","2020-EW10"
"806","2020-EW07","2020-EW08",0,"Peak Week","Bin","2020-EW10"
"807","2020-EW08","2020-EW09",0,"Peak Week","Bin","2020-EW10"
"808","2020-EW09","2020-EW10",0,"Peak Week","Bin","2020-EW10"
"809","2020-EW10","2020-EW11",0,"Peak Week","Bin","2020-EW10"
"810","2020-EW11","2020-EW12",0.017,"Peak Week","Bin","2020-EW10"
"811","2020-EW12","2020-EW13",0.009,"Peak Week","Bin","2020-EW10"
"812","2020-EW13","2020-EW14",0.035,"Peak Week","Bin","2020-EW10"
"813","2020-EW14","2020-EW15",0.029,"Peak Week","Bin","2020-EW10"
"814","2020-EW15","2020-EW16",0.02,"Peak Week","Bin","2020-EW10"
"815","2020-EW16","2020-EW17",0.006,"Peak Week","Bin","2020-EW10"
"816","2020-EW17","2020-EW18",0,"Peak Week","Bin","2020-EW10"
"817","2020-EW18","2020-EW19",0,"Peak Week","Bin","2020-EW10"
"818","2020-EW19","2020-EW20",0,"Peak Week","Bin","2020-EW10"
"819","0","0.1",0,"Peak Percentage","Bin","2020-EW10"
"820","0.1","0.2",0,"Peak Percentage","Bin","2020-EW10"
"821","0.2","0.3",0,"Peak Percentage","Bin","2020-EW10"
"822","0.3","0.4",0,"Peak Percentage","Bin","2020-EW10"
"823","0.4","0.5",0,"Peak Percentage","Bin","2020-EW10"
"824","0.5","0.6",0,"Peak Percentage","Bin","2020-EW10"
"825","0.6","0.7",0,"Peak Percentage","Bin","2020-EW10"
"826","0.7","0.8",0,"Peak Percentage","Bin","2020-EW10"
"827","0.8","0.9",0,"Peak Percentage","Bin","2020-EW10"
"828","0.9","1",0,"Peak Percentage","Bin","2020-EW10"
"829","1","1.1",0,"Peak Percentage","Bin","2020-EW10"
"830","1.1","1.2",0,"Peak Percentage","Bin","2020-EW10"
"831","1.2","1.3",0,"Peak Percentage","Bin","2020-EW10"
"832","1.3","1.4",0,"Peak Percentage","Bin","2020-EW10"
"833","1.4","1.5",0,"Peak Percentage","Bin","2020-EW10"
"834","1.5","1.6",0,"Peak Percentage","Bin","2020-EW10"
"835","1.6","1.7",0,"Peak Percentage","Bin","2020-EW10"
"836","1.7","1.8",0,"Peak Percentage","Bin","2020-EW10"
"837","1.8","1.9",0,"Peak Percentage","Bin","2020-EW10"
"838","1.9","2",0,"Peak Percentage","Bin","2020-EW10"
"839","2","2.1",0,"Peak Percentage","Bin","2020-EW10"
"840","2.1","2.2",0,"Peak Percentage","Bin","2020-EW10"
"841","2.2","2.3",0,"Peak Percentage","Bin","2020-EW10"
"842","2.3","2.4",0,"Peak Percentage","Bin","2020-EW10"
"843","2.4","2.5",0,"Peak Percentage","Bin","2020-EW10"
"844","2.5","2.6",0,"Peak Percentage","Bin","2020-EW10"
"845","2.6","2.7",0,"Peak Percentage","Bin","2020-EW10"
"846","2.7","2.8",0,"Peak Percentage","Bin","2020-EW10"
"847","2.8","2.9",0,"Peak Percentage","Bin","2020-EW10"
"848","2.9","3",0,"Peak Percentage","Bin","2020-EW10"
"849","3","3.1",0,"Peak Percentage","Bin","2020-EW10"
"850","3.1","3.2",0,"Peak Percentage","Bin","2020-EW10"
"851","3.2","3.3",0,"Peak Percentage","Bin","2020-EW10"
"852","3.3","3.4",0,"Peak Percentage","Bin","2020-EW10"
"853","3.4","3.5",0,"Peak Percentage","Bin","2020-EW10"
"854","3.5","3.6",0,"Peak Percentage","Bin","2020-EW10"
"855","3.6","3.7",0,"Peak Percentage","Bin","2020-EW10"
"856","3.7","3.8",0,"Peak Percentage","Bin","2020-EW10"
"857","3.8","3.9",0,"Peak Percentage","Bin","2020-EW10"
"858","3.9","4",0,"Peak Percentage","Bin","2020-EW10"
"859","4","4.1",0,"Peak Percentage","Bin","2020-EW10"
"860","4.1","4.2",0,"Peak Percentage","Bin","2020-EW10"
"861","4.2","4.3",0,"Peak Percentage","Bin","2020-EW10"
"862","4.3","4.4",0,"Peak Percentage","Bin","2020-EW10"
"863","4.4","4.5",0,"Peak Percentage","Bin","2020-EW10"
"864","4.5","4.6",0,"Peak Percentage","Bin","2020-EW10"
"865","4.6","4.7",0,"Peak Percentage","Bin","2020-EW10"
"866","4.7","4.8",0,"Peak Percentage","Bin","2020-EW10"
"867","4.8","4.9",0,"Peak Percentage","Bin","2020-EW10"
"868","4.9","5",0,"Peak Percentage","Bin","2020-EW10"
"869","5","5.1",0,"Peak Percentage","Bin","2020-EW10"
"870","5.1","5.2",0,"Peak Percentage","Bin","2020-EW10"
"871","5.2","5.3",0,"Peak Percentage","Bin","2020-EW10"
"872","5.3","5.4",0,"Peak Percentage","Bin","2020-EW10"
"873","5.4","5.5",0,"Peak Percentage","Bin","2020-EW10"
"874","5.5","5.6",0,"Peak Percentage","Bin","2020-EW10"
"875","5.6","5.7",0,"Peak Percentage","Bin","2020-EW10"
"876","5.7","5.8",0,"Peak Percentage","Bin","2020-EW10"
"877","5.8","5.9",0,"Peak Percentage","Bin","2020-EW10"
"878","5.9","6",0,"Peak Percentage","Bin","2020-EW10"
"879","6","6.1",0,"Peak Percentage","Bin","2020-EW10"
"880","6.1","6.2",0,"Peak Percentage","Bin","2020-EW10"
"881","6.2","6.3",0.894,"Peak Percentage","Bin","2020-EW10"
"882","6.3","6.4",0.01,"Peak Percentage","Bin","2020-EW10"
"883","6.4","6.5",0.011,"Peak Percentage","Bin","2020-EW10"
"884","6.5","6.6",0.007,"Peak Percentage","Bin","2020-EW10"
"885","6.6","6.7",0.007,"Peak Percentage","Bin","2020-EW10"
"886","6.7","6.8",0.008,"Peak Percentage","Bin","2020-EW10"
"887","6.8","6.9",0.002,"Peak Percentage","Bin","2020-EW10"
"888","6.9","7",0.007,"Peak Percentage","Bin","2020-EW10"
"889","7","7.1",0.007,"Peak Percentage","Bin","2020-EW10"
"890","7.1","7.2",0.002,"Peak Percentage","Bin","2020-EW10"
"891","7.2","7.3",0.001,"Peak Percentage","Bin","2020-EW10"
"892","7.3","7.4",0.001,"Peak Percentage","Bin","2020-EW10"
"893","7.4","7.5",0.001,"Peak Percentage","Bin","2020-EW10"
"894","7.5","7.6",0.003,"Peak Percentage","Bin","2020-EW10"
"895","7.6","7.7",0.004,"Peak Percentage","Bin","2020-EW10"
"896","7.7","7.8",0,"Peak Percentage","Bin","2020-EW10"
"897","7.8","7.9",0.003,"Peak Percentage","Bin","2020-EW10"
"898","7.9","8",0.001,"Peak Percentage","Bin","2020-EW10"
"899","8","8.1",0.002,"Peak Percentage","Bin","2020-EW10"
"900","8.1","8.2",0,"Peak Percentage","Bin","2020-EW10"
"901","8.2","8.3",0.001,"Peak Percentage","Bin","2020-EW10"
"902","8.3","8.4",0,"Peak Percentage","Bin","2020-EW10"
"903","8.4","8.5",0.001,"Peak Percentage","Bin","2020-EW10"
"904","8.5","8.6",0.002,"Peak Percentage","Bin","2020-EW10"
"905","8.6","8.7",0,"Peak Percentage","Bin","2020-EW10"
"906","8.7","8.8",0,"Peak Percentage","Bin","2020-EW10"
"907","8.8","8.9",0.002,"Peak Percentage","Bin","2020-EW10"
"908","8.9","9",0.001,"Peak Percentage","Bin","2020-EW10"
"909","9","9.1",0.001,"Peak Percentage","Bin","2020-EW10"
"910","9.1","9.2",0.001,"Peak Percentage","Bin","2020-EW10"
"911","9.2","9.3",0.001,"Peak Percentage","Bin","2020-EW10"
"912","9.3","9.4",0,"Peak Percentage","Bin","2020-EW10"
"913","9.4","9.5",0,"Peak Percentage","Bin","2020-EW10"
"914","9.5","9.6",0,"Peak Percentage","Bin","2020-EW10"
"915","9.6","9.7",0.001,"Peak Percentage","Bin","2020-EW10"
"916","9.7","9.8",0,"Peak Percentage","Bin","2020-EW10"
"917","9.8","9.9",0.001,"Peak Percentage","Bin","2020-EW10"
"918","9.9","10",0,"Peak Percentage","Bin","2020-EW10"
"919","10","10.1",0,"Peak Percentage","Bin","2020-EW10"
"920","10.1","10.2",0.002,"Peak Percentage","Bin","2020-EW10"
"921","10.2","10.3",0,"Peak Percentage","Bin","2020-EW10"
"922","10.3","10.4",0.001,"Peak Percentage","Bin","2020-EW10"
"923","10.4","10.5",0.001,"Peak Percentage","Bin","2020-EW10"
"924","10.5","10.6",0,"Peak Percentage","Bin","2020-EW10"
"925","10.6","10.7",0.001,"Peak Percentage","Bin","2020-EW10"
"926","10.7","10.8",0.002,"Peak Percentage","Bin","2020-EW10"
"927","10.8","10.9",0,"Peak Percentage","Bin","2020-EW10"
"928","10.9","11",0.002,"Peak Percentage","Bin","2020-EW10"
"929","11","11.1",0,"Peak Percentage","Bin","2020-EW10"
"930","11.1","11.2",0,"Peak Percentage","Bin","2020-EW10"
"931","11.2","11.3",0,"Peak Percentage","Bin","2020-EW10"
"932","11.3","11.4",0,"Peak Percentage","Bin","2020-EW10"
"933","11.4","11.5",0,"Peak Percentage","Bin","2020-EW10"
"934","11.5","11.6",0.001,"Peak Percentage","Bin","2020-EW10"
"935","11.6","11.7",0.001,"Peak Percentage","Bin","2020-EW10"
"936","11.7","11.8",0,"Peak Percentage","Bin","2020-EW10"
"937","11.8","11.9",0,"Peak Percentage","Bin","2020-EW10"
"938","11.9","12",0,"Peak Percentage","Bin","2020-EW10"
"939","12","12.1",0,"Peak Percentage","Bin","2020-EW10"
"940","12.1","12.2",0.001,"Peak Percentage","Bin","2020-EW10"
"941","12.2","12.3",0,"Peak Percentage","Bin","2020-EW10"
"942","12.3","12.4",0,"Peak Percentage","Bin","2020-EW10"
"943","12.4","12.5",0,"Peak Percentage","Bin","2020-EW10"
"944","12.5","12.6",0,"Peak Percentage","Bin","2020-EW10"
"945","12.6","12.7",0,"Peak Percentage","Bin","2020-EW10"
"946","12.7","12.8",0.001,"Peak Percentage","Bin","2020-EW10"
"947","12.8","12.9",0,"Peak Percentage","Bin","2020-EW10"
"948","12.9","13",0,"Peak Percentage","Bin","2020-EW10"
"949","13","100",0.004,"Peak Percentage","Bin","2020-EW10"
